geonameid,official_rr,hangul,feature_class,feature_code,latitude,longitude,variant,variant_type,is_historic,same_name_diff_spelling
10870901,Daejeonjungang-junghakgyo,대전중앙중학교 / 중앙중고교,S,SCH,36.33847,127.41449,Jungang-junggogyo,other_variant,,
10870902,Daeseong-junghakgyo,대성중고교 / 대성중학교,S,SCH,36.33191,127.40715,Daeseong-junggogyo,other_variant,,
10870903,Oryong,오룡 / 오룡역,S,RSTN,36.32866,127.40494,Oryongyeok,other_variant,,
10871164,Usong-daehakgyoseo Campus,우송대학교서캠퍼스 / 우송정보대학,S,SCHC,36.33785,127.44604,Usongjeongbo-daehak,other_variant,,
10871166,Jungangno,중앙로 / 중앙로역,S,RSTN,36.3287,127.42582,Jungangnoyeok,other_variant,,
10871168,Daedong-yeok,대동 / 대동역 / 대동오거리 / 대동오거리역,S,RSTN,36.32949,127.44283,Daedong,other_variant,,
10871168,Daedong-yeok,대동 / 대동역 / 대동오거리 / 대동오거리역,S,RSTN,36.32949,127.44283,Daedongogeori,other_variant,,
10871168,Daedong-yeok,대동 / 대동역 / 대동오거리 / 대동오거리역,S,RSTN,36.32949,127.44283,Daedongogeoriyeok,other_variant,,
10871169,Daejeonsaneopjeongbo-godeunghakgyo,대전산업정보고등학교 / 대전전자기계산업학교,S,SCH,36.33423,127.4489,Daejeonjeonjagigyesaneop-hakgyo,other_variant,,
10871172,Munchungsa,문충사 / 문흥사,S,TMPL,36.32466,127.46008,Munheungsa,other_variant,,
10871199,Hanueldongsan-gyohoe,군북교회 / 하늘동산교회,S,CH,36.33326,127.52086,Gunbukgyohoe,other_variant,,
10871206,Wongwangsa,성암사 / 원광사,S,TMPL,36.31986,127.46426,Seongamsa,other_variant,,
10871211,Sinheung,신흥 / 신흥역,S,RSTN,36.31967,127.44872,Sinheungyeok,other_variant,,
10871356,Daejeonseongmo-byeongwon,대전성모병원 / 성모병원,S,HSP,36.32283,127.4202,Seongmobyeongwon,other_variant,,
10871359,Junggucheong,중구청 / 중구청역,S,RSTN,36.32487,127.41957,Junggucheongyeok,other_variant,,
10871362,Seodaejeonnegeori,서대전네거리 / 서대전네거리역,S,RSTN,36.32265,127.41232,Seodaejeonnegeori-yeok,other_variant,,
10877148,Jeungakchodeunghakgyo-daejeongbungyojang,대정분교장 / 증악초등학교대정분교장,S,SCH,36.38965,127.53856,Daejeong-bungyojang,other_variant,,
10879579,Dabyang Sam Gyo,답양3교,S,BDG,36.39799,127.60221,Dabyang 3 Gyo,other_variant,,
10880992,Ojeong Il Gyo,오정1교,S,BDG,36.45942,127.66054,Ojeong 1 Gyo,other_variant,,
10880994,Ojeong I Gyo,오정2교,S,BDG,36.45487,127.65843,Ojeong 2 Gyo,other_variant,,
10908690,Sujeonggeori,수정거 / 수정거리,P,PPL,36.29608,127.16781,Sujeonggeo,other_variant,,
10909196,Daechon Il Gyo,대촌1교,S,BDG,36.29691,127.16422,Daechon 1 Gyo,other_variant,,
10909197,Daechon I Gyo,대촌2교,S,BDG,36.29407,127.16678,Daechon 2 Gyo,other_variant,,
10909198,Daechon Sam Gyo,대촌3교,S,BDG,36.29088,127.16896,Daechon 3 Gyo,other_variant,,
10909223,Manggari,망가리 / 망거리,P,PPL,36.28207,127.15254,Manggeori,other_variant,,
10909224,Manggarigogae,망가리고개 / 망거리고개,T,PASS,36.28357,127.15779,Manggeorigogae,other_variant,,
10910166,Norujae,노루재 / 누루재,T,PASS,36.20623,127.15524,Nurujae,other_variant,,
10910287,Seongman,성만,P,PPL,36.17971,127.143,Sŏngan,MR,,
10910287,Seongman,성만,P,PPL,36.17971,127.143,Sŏngnae-ri,MR,,
10913378,Araetsanmyeongjae,아랫산명재,T,PASS,36.26378,127.19801,Araessanmyeongjae,other_variant,,
10913407,Yeonsan,연산,P,PPL,36.21627,127.21614,Yŏn-san,MR,,
10916367,Dugye I Gyo,두계2교,S,BDG,36.27075,127.27318,Dugye 2 Gyo,other_variant,,
10927172,Gwanjeo O Jigu,관저5지구,L,AREA,36.2941,127.34156,Gwanjeo 5 Jigu,other_variant,,
10927175,Bonggok I Gyo,봉곡2교,S,BDG,36.25371,127.3249,Bonggok 2 Gyo,other_variant,,
10928544,Je-I Haengjeonggyo,제2행정교,S,BDG,36.16214,127.32445,Je-2 Haengjeonggyo,other_variant,,
10929123,Jiryangni-gyohoe,안식일교회 / 지량리교회,S,CH,36.24839,127.36896,Ansigilgyohoe,other_variant,,
10929354,Anyeong Il Tunnel,안영1터널,R,TNLRD,36.28789,127.36418,Anyeong 1 Tunnel,other_variant,,
10929382,Daejeongwahakgisul-daehakgyo,대전과학기술대학교 / 혜천대학,S,SCHC,36.3029,127.37553,Hyecheon-daehak,other_variant,,
10929384,Daejeongwahakgisuldaehakgyo Gyeongcheongwan,대전과학기술대학교경천관 / 동방여자고등학교,S,SCH,36.30522,127.37586,Dongbangyeoja-godeunghakgyo,other_variant,,
10929577,Suyeong-gyohoe,수영교회 / 장로교회,S,CH,36.17128,127.39157,Jangnogyohoe,other_variant,,
10936743,Musu Sam Gyo,무수3교,S,BDG,36.27612,127.40734,Musu 3 Gyo,other_variant,,
10936866,Boksuchodeunghakgyo-yongjinbungyojang,복수초등학교용진분교장 / 용진분교장,S,SCH,36.17163,127.43142,Yongjin-bungyojang,other_variant,,
10936992,Daebyeol Sam Gyo,대별3교,S,BDG,36.29177,127.46118,Daebyeol 3 Gyo,other_variant,,
10936994,Daebyeol Il Gyo,대별1교,S,BDG,36.28908,127.45854,Daebyeol 1 Gyo,other_variant,,
10936995,Daebyeol I Gyo,대별2교,S,BDG,36.28505,127.45378,Daebyeol 2 Gyo,other_variant,,
10936999,Daebyeol Sa Gyo,대별4교,S,BDG,36.27696,127.45586,Daebyeol 4 Gyo,other_variant,,
10937408,Gudo I Gyo,구도2교,S,BDG,36.26736,127.47141,Gudo 2 Gyo,other_variant,,
10937411,Je-Il Midalgyo,제1미달교,S,BDG,36.23613,127.46752,Je-1 Midalgyo,other_variant,,
10937412,Je-Il Sangsogyo,제1상소교,S,BDG,36.2336,127.46181,Je-1 Sangsogyo,other_variant,,
10937413,Je-I Sangsogyo,제2상소교,S,BDG,36.23193,127.4585,Je-2 Sangsogyo,other_variant,,
10937535,Birye-gyohoe,비례교회 / 장로교회,S,CH,36.20993,127.48559,Jangnogyohoe,other_variant,,
10937544,Cheonjugyogongdong-myoji,천주교공동묘지 / 천주교산내공원묘지,S,CMTY,36.24477,127.48161,Cheonjugyosannaegongwon-myoji,other_variant,,
10937595,Sangji Je-il Gyo,상지제1교,S,BDG,36.24353,127.50864,Sangji Je-1 Gyo,other_variant,,
10937750,Eunhaenggyo,은행교,S,BDG,36.27155,127.52315,Eunhanggyo,other_variant,,
10938347,Masi Il Gyo,마시1교,S,BDG,36.11763,128.62206,Masi 1 Gyo,other_variant,,
10940838,Je I Seokgulam,제2석굴암,S,TMPL,36.04892,128.64038,Je 2 Seokgulam,other_variant,,
10940973,Baekhakje I Gyo,백학제2교,S,BDG,36.07399,128.70655,Baekhakje 2 Gyo,other_variant,,
10940974,Baekhakje Il Gyo,백학제1교,S,BDG,36.07745,128.70352,Baekhakje 1 Gyo,other_variant,,
10941000,Je Il Muamgyo,제1무암교,S,BDG,36.10659,128.70475,Je 1 Muamgyo,other_variant,,
10941231,Chisanpokpo,공산폭포 / 치산폭포,H,FLLS,36.03007,128.72127,Gongsanpokpo,other_variant,,
10941367,Donggok I Gyo,동곡2교,S,BDG,36.14256,128.80978,Donggok 2 Gyo,other_variant,,
10962824,Yuwol I Gyo,유월2교,S,BDG,35.95531,128.33143,Yuwol 2 Gyo,other_variant,,
10964102,Pyeongbok I Gyo,평복2교,S,BDG,35.99169,128.36947,Pyeongbok 2 Gyo,other_variant,,
10964108,Jukjeon Interchange Il Gyo,,S,BDG,35.98146,128.38224,Jukjeon Interchange 1 Gyo,other_variant,,
10964111,Jukjeon Interchange I Gyo,,S,BDG,35.97849,128.3827,Jukjeon Interchange 2 Gyo,other_variant,,
10968239,Munyang,문양 / 문양역,S,RSTN,35.86753,128.43947,Munyangyeok,other_variant,,
10968240,Seobu Il Ji,서부1지,H,RSV,35.88009,128.44173,Seobu 1 Ji,other_variant,,
10972719,Songjeong Il Tunnel,송정1터널,R,TNLRR,35.98134,128.46502,Songjeong 1 Tunnel,other_variant,,
10972763,Daesil,대실 / 대실역,S,RSTN,35.85816,128.46455,Daesiryeok,other_variant,,
10972764,Dasa,다사 / 다사역,S,RSTN,35.86666,128.45666,Dasayeok,other_variant,,
10972768,Gangchang,강창 / 강창역,S,RSTN,35.85307,128.47823,Gangchangyeok,other_variant,,
10972769,Gyemyeongdae,계명대 / 계명대역,S,RSTN,35.85147,128.49171,Gyemyeongdaeyeok,other_variant,,
10972810,Seongseogongdan,성서공단 / 성서공단역,S,RSTN,35.8516,128.50724,Seongseogongdanyeok,other_variant,,
10972959,Bangogae,반고개 / 반고개역,S,RSTN,35.86228,128.57306,Bangogaeyeok,other_variant,,
10972960,Duryu,두류 / 두류역,S,RSTN,35.85788,128.5576,Duryuyeok,other_variant,,
10972961,Naedang,내당 / 내당역,S,RSTN,35.86022,128.56513,Naedangyeok,other_variant,,
10975412,Giseongni Sam Cheungtap,기성리3층탑,S,MNMT,36.00072,128.59447,Giseongni 3 Cheungtap,other_variant,,
10975580,Geumhoje Il Gyo,금호제1교,S,BDG,35.91361,128.60393,Geumhoje 1 Gyo,other_variant,,
10975616,Seobunsijang,서분시장 / 서분시장역,S,RSTN,35.86489,128.5824,Seobunsijangyeok,other_variant,,
10975617,Jungangno,중앙로 / 중앙로역,S,RSTN,35.87083,128.59399,Jungangnoyeok,other_variant,,
10975618,Banwoldang,반월당 / 반월당역,S,RSTN,35.86555,128.59344,Banwoldangyeok,other_variant,,
10975641,Gyeongdaebyeongwon,경대병원 / 경대병원역,S,RSTN,35.8632,128.60269,Gyeongdaebyeongwonyeok,other_variant,,
10979059,Daegueunhaeng,대구은행 / 대구은행역,S,RSTN,35.85975,128.61414,Daegueunhaengyeok,other_variant,,
10979060,Beomeo,범어 / 범어역,S,RSTN,35.85929,128.62383,Beomeoyeok,other_variant,,
10979140,Sincheon,신천 / 신천역,S,RSTN,35.87458,128.61755,Sincheonyeok,other_variant,,
10983684,Keungogae,큰고개 / 큰고개역,S,RSTN,35.88371,128.63163,Keungogaeyeok,other_variant,,
10983686,Ayanggyo,아양교 / 아양교역,S,RSTN,35.88714,128.63979,Ayanggyoyeok,other_variant,,
10986407,Suseonggucheong,수성구청 / 수성구청역,S,RSTN,35.85878,128.63562,Suseonggucheongyeok,other_variant,,
10986408,Manchon,만촌 / 만촌역,S,RSTN,35.85888,128.64368,Manchonyeok,other_variant,,
10986938,Damti,담티 / 담티역,S,RSTN,35.85426,128.65518,Damtiyeok,other_variant,,
10986973,Haean,해안 / 해안역,S,RSTN,35.88356,128.65941,Haeanyeok,other_variant,,
10986974,Bangchon,방촌 / 방촌역,S,RSTN,35.87936,128.67123,Bangchonyeok,other_variant,,
10986985,Dodong Il Gyo,도동1교,S,BDG,35.919,128.66755,Dodong 1 Gyo,other_variant,,
10987692,Jungdong Il Ji,중동1지,H,RSV,35.89786,128.6778,Jungdong 1 Ji,other_variant,,
10987706,Je I Yonggyegyo,제2용계교,S,BDG,35.87906,128.68049,Je 2 Yonggyegyo,other_variant,,
10987707,Je Il Yonggyegyo,제1용계교,S,BDG,35.87504,128.67898,Je 1 Yonggyegyo,other_variant,,
10987726,Yonggye,용계 / 용계역,S,RSTN,35.87614,128.68182,Yonggyeyeok,other_variant,,
10987729,Yulha,율하 / 율하역,S,RSTN,35.87046,128.69195,Yulhayeok,other_variant,,
10988882,Jinan Il Gyo,진안1교,S,BDG,35.95106,128.71087,Jinan 1 Gyo,other_variant,,
10988953,Banyawol,반야월 / 반야월역,S,RSTN,35.86591,128.71349,Banyaworyeok,other_variant,,
10988954,Gaksan,각산 / 각산역,S,RSTN,35.86808,128.72458,Gaksanyeok,other_variant,,
10988959,Ansim,안심 / 안심역,S,RSTN,35.87105,128.73343,Ansimyeok,other_variant,,
10989052,Namcheonje Il Gyo,남천제1교,S,BDG,35.8544,128.70919,Namcheonje 1 Gyo,other_variant,,
10989053,Namcheonje I Gyo,남천제2교,S,BDG,35.85389,128.72155,Namcheonje 2 Gyo,other_variant,,
10989459,Geumho Sam Gyo,금호3교,S,BDG,35.87894,128.77834,Geumho 3 Gyo,other_variant,,
10994053,Sinan Il Gyo,신안1교,S,BDG,35.95324,128.78512,Sinan 1 Gyo,other_variant,,
10994054,Sinan I Gyo,신안2교,S,BDG,35.95358,128.7921,Sinan 2 Gyo,other_variant,,
10994686,Yanggok I Gyo,양곡2교,S,BDG,35.96209,128.81879,Yanggok 2 Gyo,other_variant,,
10996778,Je I Dongseogyo,제2동서교,S,BDG,35.91782,128.82782,Je 2 Dongseogyo,other_variant,,
11014361,Sangeon Il Gyo,상언1교,S,BDG,35.83439,128.32863,Sangeon 1 Gyo,other_variant,,
11014433,Bolli I Gyo,본리2교,S,BDG,35.84113,128.33013,Bolli 2 Gyo,other_variant,,
11014445,Gijok I Gyo,기족2교,S,BDG,35.74759,128.34685,Gijok 2 Gyo,other_variant,,
11014451,Sangyong Il Gyo,상용1교,S,BDG,35.78764,128.35636,Sangyong 1 Gyo,other_variant,,
11014452,Goryeong Sa Tunnel,고령4터널,R,TNLRD,35.79766,128.34765,Goryeong 4 Tunnel,other_variant,,
11015123,Samdae Il Gyo,삼대1교,S,BDG,35.74812,128.37833,Samdae 1 Gyo,other_variant,,
11015126,Samdae I Gyo,삼대2교,S,BDG,35.74085,128.38825,Samdae 2 Gyo,other_variant,,
11015682,Goryeong Il Tunnel,고령1터널,R,TNLRD,35.71082,128.41137,Goryeong 1 Tunnel,other_variant,,
11016179,Goryeong I Tunnel,고령2터널,R,TNLRD,35.72327,128.39947,Goryeong 2 Tunnel,other_variant,,
11016595,Songgok Il Gyo,송곡1교,S,BDG,35.78928,128.39659,Songgok 1 Gyo,other_variant,,
11016596,Songgok I Gyo,송곡2교,S,BDG,35.79354,128.39423,Songgok 2 Gyo,other_variant,,
11022294,Bollije Il Gyo,본리제1교,S,BDG,35.78923,128.46497,Bollije 1 Gyo,other_variant,,
11022295,Bollije I Gyo,본리제2교,S,BDG,35.78404,128.451,Bollije 2 Gyo,other_variant,,
11022309,Dalseong I Tunnel,달성2터널,R,TNLRD,35.73938,128.48168,Dalseong 2 Tunnel,other_variant,,
11022311,Dalseong Il Tunnel,달성1터널,R,TNLRD,35.75117,128.47873,Dalseong 1 Tunnel,other_variant,,
11022327,Cheonnae Il I Jigu,천내1.2지구,L,AREA,35.80679,128.49933,Cheonnae 1 2 Jigu,other_variant,,
11022333,Seongseogongdan Sam Danji,성서공단3단지,L,INDS,35.83904,128.48844,Seongseogongdan 3 Danji,other_variant,,
11022339,Igok,이곡 / 이곡역,S,RSTN,35.85073,128.51524,Igogyeok,other_variant,,
11022340,Seongseogongdan I Danji,성서공단2단지,L,INDS,35.83135,128.50352,Seongseogongdan 2 Danji,other_variant,,
11023915,Jincheon,진천 / 진천역,S,RSTN,35.81484,128.52719,Jincheonyeok,other_variant,,
11023916,Wolbae,월배 / 월배역,S,RSTN,35.81685,128.53195,Wolbaeyeok,other_variant,,
11023917,Sangin,상인 / 상인역,S,RSTN,35.8192,128.53879,Sanginyeok,other_variant,,
11024165,Yongsan,용산 / 용산역,S,RSTN,35.84902,128.52865,Yongsanyeok,other_variant,,
11024234,Seongdangmot,성당못 / 성당못역,S,RSTN,35.83764,128.55782,Seongdangmosyeok,other_variant,,
11024235,Daemyeong,대명 / 대명역,S,RSTN,35.83921,128.56463,Daemyeongyeok,other_variant,,
11024237,Anjirang,안지랑 / 안지랑역,S,RSTN,35.83942,128.57203,Anjirangyeok,other_variant,,
11031191,Hyeonchungno,현충로 / 현충로역,S,RSTN,35.84093,128.58141,Hyeonchungnoyeok,other_variant,,
11031194,Yeongdaebyeongwon,영대병원 / 영대병원역,S,RSTN,35.84444,128.58866,Yeongdaebyeongwonyeok,other_variant,,
11031469,Beopjangsa Sam Cheungseoktap,법장사3층석탑,S,MNMT,35.82174,128.59723,Beopjangsa 3 Cheungseoktap,other_variant,,
11031557,Odong Il Gyo,오동1교,S,BDG,35.78895,128.59341,Odong 1 Gyo,other_variant,,
11032786,Daeil I Gyo,대일2교,S,BDG,35.76914,128.64954,Daeil 2 Gyo,other_variant,,
11033370,Daegongwon,대공원 / 대공원역,S,RSTN,35.8438,128.67726,Daegongwonyeok,other_variant,,
11033371,Yeonho,연호 / 연호역,S,RSTN,35.84745,128.67016,Yeonhoyeok,other_variant,,
11033393,Gosan,고산 / 고산역,S,RSTN,35.84294,128.69272,Gosanyeok,other_variant,,
11033394,Sinmae,신매 / 신매역,S,RSTN,35.84172,128.7013,Sinmaeyeok,other_variant,,
11033832,Sawol,사월 / 사월역,S,RSTN,35.83692,128.71557,Saworyeok,other_variant,,
11034231,Samseong Sa Gyo,삼성4교,S,BDG,35.76919,128.72081,Samseong 4 Gyo,other_variant,,
11034232,Daemyeong Sam Gyo,대명3교,S,BDG,35.78598,128.71998,Daemyeong 3 Gyo,other_variant,,
11034233,Samseong Sam Gyo,삼성3교,S,BDG,35.76642,128.72297,Samseong 3 Gyo,other_variant,,
11034235,Samseong Il Gyo,삼성1교,S,BDG,35.76324,128.72547,Samseong 1 Gyo,other_variant,,
11035895,Deoksan I Gyo,덕산2교,S,BDG,35.69842,128.80263,Deoksan 2 Gyo,other_variant,,
11035898,Gwanha I Gyo,관하2교,S,BDG,35.70549,128.81805,Gwanha 2 Gyo,other_variant,,
11035899,Gwanha Il Gyo,관하1교,S,BDG,35.70586,128.8182,Gwanha 1 Gyo,other_variant,,
11035919,Deoksan Il Gyo,덕산1교,S,BDG,35.70203,128.80625,Deoksan 1 Gyo,other_variant,,
11036547,Yongsoje Il Soryuji,용소제1소류지,H,RSV,35.75076,128.82242,Yongsoje 1 Soryuji,other_variant,,
11037416,Je Il Bujeji,제1부제지,H,RSV,35.83629,128.82026,Je 1 Bujeji,other_variant,,
11037434,Je I Bujeji,제2부제지,H,RSV,35.83857,128.82286,Je 2 Bujeji,other_variant,,
11038020,Yeonha I Gyo,연하2교,S,BDG,35.76194,128.82655,Yeonha 2 Gyo,other_variant,,
11038027,Yongsoje I Soryuji,용소제2소류지,H,RSV,35.74963,128.82294,Yongsoje 2 Soryuji,other_variant,,
11040963,Hyeonpungje Sam Gyo,현풍제3교,S,BDG,35.6956,128.43926,Hyeonpungje 3 Gyo,other_variant,,
11057606,Hyeonpungje I Gyo,현풍제2교,S,BDG,35.6969,128.4507,Hyeonpungje 2 Gyo,other_variant,,
11057856,Yucheon Il Gyo,유천1교,S,BDG,35.67059,128.45983,Yucheon 1 Gyo,other_variant,,
11061308,Deokgok Il Gyo,덕곡1교,S,BDG,35.59654,128.54826,Deokgok 1 Gyo,other_variant,,
11061309,Deokgok I Gyo,덕곡2교,S,BDG,35.59455,128.55365,Deokgok 2 Gyo,other_variant,,
11063674,Sinwon Il Gyo,신원1교,S,BDG,35.76803,128.97691,Sinwon 1 Gyo,other_variant,,
11063681,Ojin Il Gyo,오진1교,S,BDG,35.70339,128.9714,Ojin 1 Gyo,other_variant,,
11063747,Sinwon I Gyo,신원2교,S,BDG,35.76049,129.00882,Sinwon 2 Gyo,other_variant,,
11063834,Je I Naechilgyo,제2내칠교,S,BDG,35.78641,129.02076,Je 2 Naechilgyo,other_variant,,
11063836,Gyodongje I Gyo,교동제2교,S,BDG,35.79035,129.02235,Gyodongje 2 Gyo,other_variant,,
11063957,Uigokje I Gyo,의곡제2교,S,BDG,35.75773,129.0424,Uigokje 2 Gyo,other_variant,,
11064847,Singyeongju,신경주 / 신경주역,S,RSTN,35.79722,129.1394,Singyeongjuyeok,other_variant,,
11065235,Wolsan I Tunnel,월산2터널,R,TNLRR,35.71874,129.1868,Wolsan 2 Tunnel,other_variant,,
11065246,Deokcheon I Tunnel,덕천2터널,R,TNLRR,35.74185,129.18826,Deokcheon 2 Tunnel,other_variant,,
11065521,Nogok I Gyo,노곡2교,S,BDG,35.72095,129.20935,Nogok 2 Gyo,other_variant,,
11077567,Yuribang Il Gyo,유리방1교,S,BDG,35.8327,129.32258,Yuribang 1 Gyo,other_variant,,
11077608,Galgaji Il Danji,갈가지1단지,P,PPL,35.81917,129.24433,Galgaji 1 Danji,other_variant,,
11077712,Namsalli Sam Cheungseoktap,남산리3층석탑,S,MNMT,35.79275,129.24386,Namsalli 3 Cheungseoktap,other_variant,,
11078079,Je I Gueogyo,제2구어교,S,BDG,35.70712,129.32652,Je 2 Gueogyo,other_variant,,
11078283,Samgye Il Gyo,삼계1교,S,BDG,35.66917,129.00145,Samgye 1 Gyo,other_variant,,
11078284,Samgye I Gyo,삼계2교,S,BDG,35.66752,129.00248,Samgye 2 Gyo,other_variant,,
11078288,Samgye Sam Gyo,삼계3교,S,BDG,35.65541,129.0166,Samgye 3 Gyo,other_variant,,
11078291,Samgye Sa Gyo,삼계4교,S,BDG,35.65028,129.02878,Samgye 4 Gyo,other_variant,,
11078534,Ganchangje Il Gyo,간창제1교,S,BDG,35.5924,129.07624,Ganchangje 1 Gyo,other_variant,,
11078947,Chuseong Il Ji,추성1지,H,RSV,35.57541,129.13538,Chuseong 1 Ji,other_variant,,
11078997,Kkakkudang Il Ji,까꾸당1지,H,RSV,35.59659,129.1257,Kkakkudang 1 Ji,other_variant,,
11078998,Kkakkudang I Ji,까꾸당2지,H,RSV,35.59591,129.12802,Kkakkudang 2 Ji,other_variant,,
11078999,Hwanggam Il Ji,황감1지,H,RSV,35.60262,129.13138,Hwanggam 1 Ji,other_variant,,
11079000,Hwanggam I Ji,황감2지,H,RSV,35.60318,129.13356,Hwanggam 2 Ji,other_variant,,
11079044,Samjeong Il Gyo,삼정1교,S,BDG,35.65265,129.17503,Samjeong 1 Gyo,other_variant,,
11079047,Samjeong I Tunnel,삼정2터널,R,TNLRR,35.64927,129.17328,Samjeong 2 Tunnel,other_variant,,
11079048,Samjeongje Il Gyo,삼정제1교,S,BDG,35.64599,129.17119,Samjeongje 1 Gyo,other_variant,,
11079049,Samjeong Sam Tunnel,삼정3터널,R,TNLRR,35.6427,129.16899,Samjeong 3 Tunnel,other_variant,,
11079055,Samjeongje I Gyo,삼정제2교,S,BDG,35.63888,129.1665,Samjeongje 2 Gyo,other_variant,,
11079088,Dudong Il Tunnel,두동1터널,R,TNLRR,35.63488,129.16398,Dudong 1 Tunnel,other_variant,,
11079094,Dudong I Tunnel,두동2터널,R,TNLRR,35.62639,129.15829,Dudong 2 Tunnel,other_variant,,
11079095,Cheonjeon Il Gyo,천전1교,S,BDG,35.61695,129.15356,Cheonjeon 1 Gyo,other_variant,,
11079096,Cheonjeon I Gyo,천전2교,S,BDG,35.61613,129.15093,Cheonjeon 2 Gyo,other_variant,,
11079115,Janggok Il Ji,장곡1지,H,RSV,35.57008,129.17192,Janggok 1 Ji,other_variant,,
11079221,Samjeong Il Tunnel,삼정1터널,R,TNLRR,35.65505,129.17617,Samjeong 1 Tunnel,other_variant,,
11080556,Oedong I Jibangsaneopdanji,외동2지방산업단지,L,INDS,35.67318,129.31865,Oedong 2 Jibangsaneopdanji,other_variant,,
11083160,Hwabong I Jigu,화봉2지구,L,AREA,35.5952,129.36862,Hwabong 2 Jigu,other_variant,,
11086609,Daean Sam Gyo,대안3교,S,BDG,35.65115,129.41507,Daean 3 Gyo,other_variant,,
11087099,Geumcheon I Gyo,금천2교,S,BDG,35.57931,129.44869,Geumcheon 2 Gyo,other_variant,,
11088056,Pyeongsan I Soryuji,평산2소류지,H,RSV,35.38552,129.14208,Pyeongsan 2 Soryuji,other_variant,,
11093162,Yeongcwisan,영취산,T,HLL,35.53691,129.23722,Chukseosan,other_variant,,
11093162,Yeongcwisan,영취산,T,HLL,35.53691,129.23722,Chwiseosan,other_variant,,
11093162,Yeongcwisan,영취산,T,HLL,35.53691,129.23722,Yeongchuksan,other_variant,,
11093519,Duwang I Gu,두왕2구,P,PPL,35.50718,129.30217,Duwang 2 Gu,other_variant,,
11093520,Duwang Il Gu,두왕1구,P,PPL,35.50306,129.30243,Duwang 1 Gu,other_variant,,
11093528,Sindeokha I Gu,신덕하2구,P,PPL,35.4887,129.30976,Sindeokha 2 Gu,other_variant,,
11093543,Hwajeong I Gyo,화정2교,S,BDG,35.48611,129.28952,Hwajeong 2 Gyo,other_variant,,
11094927,Dongcheon I Gyo,동천2교,S,BDG,35.46477,129.29206,Dongcheon 2 Gyo,other_variant,,
11094951,Dongcheon Il Gyo,동천1교,S,BDG,35.46071,129.29071,Dongcheon 1 Gyo,other_variant,,
11095162,Oegwang I Gyo,외광2교,S,BDG,35.42814,129.26423,Oegwang 2 Gyo,other_variant,,
11095170,Gosan Il Gyo,고산1교,S,BDG,35.42681,129.27386,Gosan 1 Gyo,other_variant,,
11095175,Gosan I Gyo,고산2교,S,BDG,35.42912,129.27483,Gosan 2 Gyo,other_variant,,
11095178,Namchang I Gyo,남창2교,S,BDG,35.42229,129.28128,Namchang 2 Gyo,other_variant,,
11096724,Yeocheon Sam Gyo,여천3교,S,BDG,35.52468,129.37106,Yeocheon 3 Gyo,other_variant,,
11098216,Nasaje Il Gyo,나사제1교,S,BDG,35.35715,129.34237,Nasaje 1 Gyo,other_variant,,
11098293,Songjeong,송정,P,PPL,35.36645,129.35367,Shotei,other_variant,Y,
11098364,Maeri I Gyo,매리2교,S,BDG,35.31269,128.96942,Maeri 2 Gyo,other_variant,,
11098380,Deoksan Il Soryuji,덕산1소류지,H,RSV,35.27952,128.97643,Deoksan 1 Soryuji,other_variant,,
11098381,Deoksan I Soryuji,덕산2소류지,H,RSV,35.27648,128.9691,Deoksan 2 Soryuji,other_variant,,
11098382,Gamnae Il Soryuji,감내1소류지,H,RSV,35.27198,128.97063,Gamnae 1 Soryuji,other_variant,,
11098383,Gamnae I Soryuji,감내2소류지,H,RSV,35.27094,128.97478,Gamnae 2 Soryuji,other_variant,,
11098384,Jira Il Soryuji,지라1소류지,H,RSV,35.26751,128.97771,Jira 1 Soryuji,other_variant,,
11098394,Yean I Soryuji,예안2소류지,H,RSV,35.26074,128.96269,Yean 2 Soryuji,other_variant,,
11098395,Jira I Soryuji,지라2소류지,H,RSV,35.26231,128.9772,Jira 2 Soryuji,other_variant,,
11098414,Ulli,울리 / 울리역,S,RSTN,35.25095,129.01182,Ulliyeok,other_variant,,
11098664,Dongwon,동원 / 동원역,S,RSTN,35.25866,129.0124,Dongwonyeok,other_variant,,
11098665,Geumgok,금곡 / 금곡역,S,RSTN,35.26748,129.0169,Geumgogyeok,other_variant,,
11098669,Hopo,호포 / 호포역,S,RSTN,35.28081,129.01755,Hopoyeok,other_variant,,
11098678,Gasan Il Gyo,가산1교,S,BDG,35.29932,129.02168,Gasan 1 Gyo,other_variant,,
11098679,Gasan I Gyo,가산2교,S,BDG,35.30186,129.02299,Gasan 2 Gyo,other_variant,,
11098689,Jeungsan,증산 / 증산역,S,RSTN,35.30824,129.01025,Jeungsanyeok,other_variant,,
11098692,Busandae,부산대 / 부산대역,S,RSTN,35.31682,129.01388,Busandaeyeok,other_variant,,
11099577,Singi,신기 / 신기역,S,RSTN,35.34905,129.03542,Singiyeok,other_variant,,
11099800,Jangjeondong,장전동 / 장전동역,S,RSTN,35.23801,129.0881,Jangjeondongyeok,other_variant,,
11099801,Guseodong,구서동 / 구서동역,S,RSTN,35.24729,129.09129,Guseodongyeok,other_variant,,
11099807,Dusil,두실 / 두실역,S,RSTN,35.25415,129.09151,Dusiryeok,other_variant,,
11099826,Oesong Il Gyo,외송1교,S,BDG,35.30407,129.07763,Oesong 1 Gyo,other_variant,,
