geonameid,official_rr,hangul,feature_class,feature_code,latitude,longitude,variant,variant_type,is_historic,same_name_diff_spelling
1838555,Susang-ni,,L,LCTY,38.16861,127.7475,P’ungsan-ni,MR,,
1838557,P’ungsal-li,,L,LCTY,35,126.83333,P’ungsan-ni,MR,,
1838559,Pungnyu-ri,P’ungnyu-ri / 풍류리,P,PPLL,34.67306,127.24197,P’ungyu-ri,MR,,
1838560,Pungnyeondong,,P,PPL,36.2826,126.669,P’ungnyŏn-dong,MR,,
1838561,Pungno,,P,PPL,36.93333,128.06667,Pungno-ri,other_variant,,
1838563,Pung-ni,,P,PPL,36.1,126.78333,Ibuk,other_variant,,
1838564,Pung-ni,,L,LCTY,37.245,126.10361,Buk-ri,other_variant,,
1838565,P’ungnam-ni,P’ungnam-ni,P,PPLL,34.52053,127.24207,Hōnan-ri,other_variant,,
1838565,P’ungnam-ni,P’ungnam-ni,P,PPLL,34.52053,127.24207,P’ungnam,MR,,
1838565,P’ungnam-ni,P’ungnam-ni,P,PPLL,34.52053,127.24207,Tongp’ung-ni,MR,,
1838566,P’ungnam-hang,,H,HBR,34.51667,127.25,P’ungnam-man,MR,,
1838567,Pungnae,,P,PPL,35.95,126.76667,Pungnae-ri,other_variant,,
1838568,Buk-myeon,북면,A,ADM3,37.94867,127.48847,Hoku-men,other_variant,,
1838568,Buk-myeon,북면,A,ADM3,37.94867,127.48847,Puk-myon,other_variant,,
1838568,Buk-myeon,북면,A,ADM3,37.94867,127.48847,Pung-myŏn,MR,,
1838569,Puk,,A,ADMD,37.25,128.41667,Hoku-men,other_variant,,
1838569,Puk,,A,ADMD,37.25,128.41667,Pung-myŏn,MR,,
1838570,P’ungjŏl-li,,P,PPL,36.7724,126.4265,P’ungjŏn-ni,MR,,
1838574,Punkok,,P,PPL,37.12869,129.15678,Hōkoku,other_variant,,
1838574,Punkok,,P,PPL,37.12869,129.15678,Hōkoku-ri,other_variant,,
1838574,Punkok,,P,PPL,37.12869,129.15678,P’unggok,MR,,
1838574,Punkok,,P,PPL,37.12869,129.15678,P’unggong-ni,MR,,
1838575,P’unggil,P’unggil / 풍길,P,PPL,34.61833,126.97139,Hōkichi-ri,other_variant,,
1838575,P’unggil,P’unggil / 풍길,P,PPL,34.61833,126.97139,Hōkikitsu,other_variant,,
1838575,P’unggil,P’unggil / 풍길,P,PPL,34.61833,126.97139,P’unggil-li,MR,,
1838576,Pungdo,,T,ISL,37.10829,126.38797,Hō-tō,other_variant,,
1838576,Pungdo,,T,ISL,37.10829,126.38797,Hōki,other_variant,,
1838576,Pungdo,,T,ISL,37.10829,126.38797,Poung To,other_variant,,
1838576,Pungdo,,T,ISL,37.10829,126.38797,Pung Island,other_variant,,
1838576,Pungdo,,T,ISL,37.10829,126.38797,Puong Do,other_variant,Y,
1838576,Pungdo,,T,ISL,37.10829,126.38797,P’ung-do,MR,,Y
1838576,Pungdo,,T,ISL,37.10829,126.38797,P’unggi,MR,,
1838577,Pungdo-ri,,P,PPL,37.11152,126.39248,P’ungdo-dong,MR,,
1838577,Pungdo-ri,,P,PPL,37.11152,126.39248,P’ungdo-ri,MR,,Y
1838578,P’ungdŏngnae,,P,PPL,37.31667,127.1,P’ungdŏkch’ŏn,MR,,
1838579,P’ungdong-ni,P’ungdong-ni / 풍동리,P,PPL,34.65444,126.85306,Hōdō,other_variant,,
1838579,P’ungdong-ni,P’ungdong-ni / 풍동리,P,PPL,34.65444,126.85306,Hōdō-ri,other_variant,,
1838579,P’ungdong-ni,P’ungdong-ni / 풍동리,P,PPL,34.65444,126.85306,P’ungdong,MR,,
1838580,P’ungdŏk-tong,,L,LCTY,34.93333,127.5,Pungjŏng-ni,MR,,
1838583,Bungangni,,P,PPLL,36.33827,126.99986,Pun’gang-ni,MR,,
1838584,Nongam-ni,,L,LCTY,38.26667,127.5,P’ungam-ni,MR,,
1838585,Pungam-ri,P’ungam-ni / 풍암리,P,PPL,37.72405,128.18579,Hōgan-ri,other_variant,,
1838587,Bunkai-ri,,P,PPL,34.87194,125.98556,Pun’gae-dong,MR,,
1838587,Bunkai-ri,,P,PPL,34.87194,125.98556,Pun’gye-ri,MR,,
1838588,Pundang-dong,,P,PPL,37.36917,127.14333,Bundang-dong,other_variant,,
1838588,Pundang-dong,,P,PPL,37.36917,127.14333,Pundang-ni,other_variant,,
1838589,Punchon,,L,LCTY,36.9242,129.0465,Funsen,other_variant,,
1838589,Punchon,,L,LCTY,36.9242,129.0465,Funsen-ri,other_variant,,
1838589,Punchon,,L,LCTY,36.9242,129.0465,Punch’ŏl-li,MR,,
1838589,Punchon,,L,LCTY,36.9242,129.0465,Punch’ŏn,MR,,Y
1838589,Punchon,,L,LCTY,36.9242,129.0465,Punch’ŏn-ni,MR,,
1838589,Punchon,,L,LCTY,36.9242,129.0465,Punch’ŏnsa-ri,MR,,
1838590,Punch’ŏn-dong,,P,PPL,36.71528,128.82861,Punch’ŏn,MR,,
1838591,Habun,Punch’ŏn / 분천 / 하분,P,PPL,34.67752,127.34834,Sangbun-ni,other_variant,,
1838592,Punam-gundo,,T,ISLS,35.07028,125.92722,Clump Group,other_variant,,
1838592,Punam-gundo,,T,ISLS,35.07028,125.92722,Funan-guntō,other_variant,,
1838592,Punam-gundo,,T,ISLS,35.07028,125.92722,Punan Gunto,other_variant,,
1838593,Punam-got,,T,PT,33.19647,126.292,Funan-kan,other_variant,,
1838593,Punam-got,,T,PT,33.19647,126.292,Hunan Kan,other_variant,,
1838593,Punam-got,,T,PT,33.19647,126.292,Loney bluff,other_variant,,
1838593,Punam-got,,T,PT,33.19647,126.292,Punam Gok,other_variant,,
1838593,Punam-got,,T,PT,33.19647,126.292,Punam gak,other_variant,,
1838594,Punam-do,,T,ISL,35.07444,125.91944,Funan-tō,other_variant,,
1838594,Punam-do,,T,ISL,35.07444,125.91944,Punam-sŏm,MR,,
1838594,Punam-do,,T,ISL,35.07444,125.91944,Punan To,other_variant,,
1838595,Bumyeondong,부면동,P,PPL,33.41654,126.32944,Pumyŏn-dong,MR,,
1838599,Buma,부마,P,PPL,36.01881,126.93113,Majŏn-ni,MR,,
1838599,Buma,부마,P,PPL,36.01881,126.93113,Puma,other_variant,,
1838601,Buldo,불도,T,ISL,34.44116,126.06364,Bush Island,other_variant,,
1838601,Buldo,불도,T,ISL,34.44116,126.06364,Butsu-tō,other_variant,,
1838601,Buldo,불도,T,ISL,34.44116,126.06364,Butu Tō,other_variant,,
1838601,Buldo,불도,T,ISL,34.44116,126.06364,Pul-to,other_variant,,
1838601,Buldo,불도,T,ISL,34.44116,126.06364,Putchi To,other_variant,,
1838602,Buldangsan,불당산,T,HLL,36.76975,127.46035,Pultang-san,other_variant,,
1838603,Buldanggol,불당골,P,PPL,36.75592,128.23234,Bulchun-Ri,other_variant,,
1838603,Buldanggol,불당골,P,PPL,36.75592,128.23234,Butsudōkoku,other_variant,,
1838603,Buldanggol,불당골,P,PPL,36.75592,128.23234,Pultanggok,other_variant,,
1838603,Buldanggol,불당골,P,PPL,36.75592,128.23234,Pultanggol,other_variant,,
1838604,Bultaesan,불태산,T,MT,35.2929,126.84804,Pult’ae-san,MR,,
1838605,Pulmugi-do,,T,ISL,34.75917,126.22389,Bulmugido,other_variant,,
1838605,Pulmugi-do,,T,ISL,34.75917,126.22389,Fumuki-tō,other_variant,,
1838605,Pulmugi-do,,T,ISL,34.75917,126.22389,Hotsubukito,other_variant,,
1838605,Pulmugi-do,,T,ISL,34.75917,126.22389,Purumukii,other_variant,,
1838606,Bulmudo,불무도,T,ISL,34.32524,126.16954,Butsumu-tō,other_variant,,
1838606,Bulmudo,불무도,T,ISL,34.32524,126.16954,Butumu Tō,other_variant,,
1838606,Bulmudo,불무도,T,ISL,34.32524,126.16954,Porumu Tŏ,MR,,
1838606,Bulmudo,불무도,T,ISL,34.32524,126.16954,Pulmu-do,other_variant,,
1838606,Bulmudo,불무도,T,ISL,34.32524,126.16954,Purimoku To,other_variant,,
1838607,Bulmodo,불모도,T,ISL,36.31084,126.35228,Bulti To,other_variant,,
1838607,Bulmodo,불모도,T,ISL,36.31084,126.35228,Butsubo-tō,other_variant,,
1838607,Bulmodo,불모도,T,ISL,36.31084,126.35228,Butsumodō,other_variant,,
1838607,Bulmodo,불모도,T,ISL,36.31084,126.35228,Furumu Somu,other_variant,,
1838607,Bulmodo,불모도,T,ISL,36.31084,126.35228,Pulmo-do,other_variant,,
1838610,Pullo,,P,PPL,34.98333,126.71667,Pulloch’on,MR,,
1838612,Burukin To,Pulgŭn-do / 불근도,T,ISL,34.15139,126.74611,Bukkintō,other_variant,,
1838612,Burukin To,Pulgŭn-do / 불근도,T,ISL,34.15139,126.74611,Butsukin-tō,other_variant,,
1838612,Burukin To,Pulgŭn-do / 불근도,T,ISL,34.15139,126.74611,Butukin Tō,other_variant,,
1838612,Burukin To,Pulgŭn-do / 불근도,T,ISL,34.15139,126.74611,Purukun Tō,other_variant,,
1838613,Bolgeundegi,볽은데기,P,PPL,38.09423,127.27433,Pulgŭndaegi,MR,,
1838613,Bolgeundegi,볽은데기,P,PPL,38.09423,127.27433,Pulgŭndegi,MR,,
1838613,Bolgeundegi,볽은데기,P,PPL,38.09423,127.27433,Pulgŭndŏk,MR,,
1838615,Bulguksa,불국사,S,TMPL,35.79156,129.33333,Fukkokuji,other_variant,,
1838615,Bulguksa,불국사,S,TMPL,35.79156,129.33333,Pulguk-sa,other_variant,,
1838616,Bulgi,불기,P,PPL,36.98277,128.72655,Pulgi,other_variant,,
1838616,Bulgi,불기,P,PPL,36.98277,128.72655,Punp’o,MR,,
1838617,Bulgapsan,불갑산,T,MT,35.19028,126.56472,Moŭi-san,MR,,
1838617,Bulgapsan,불갑산,T,MT,35.19028,126.56472,Pulgap-san,other_variant,,
1838617,Bulgapsan,불갑산,T,MT,35.19028,126.56472,Yŏnsil-bong,MR,,
1838618,Bulgapcheon,불갑천,H,STM,35.25361,126.34028,Pulgap-ch’ŏn,MR,,
1838619,Bulchwi,불취,P,PPL,35.10397,126.17286,Ch’wich’i-ri,MR,,
1838619,Bulchwi,불취,P,PPL,35.10397,126.17286,Ch’wiji-ri,MR,,
1838619,Bulchwi,불취,P,PPL,35.10397,126.17286,Pulch’wi,MR,,
1838620,Buljeong,불정,P,PPL,36.62687,128.13859,Pulchŏn-ni,MR,,
1838620,Buljeong,불정,P,PPL,36.62687,128.13859,Pulchŏng-ni,MR,,
1838621,Bussei-ri,,P,PPL,36.63333,128.13333,Bulchun-Ri,other_variant,,
1838621,Bussei-ri,,P,PPL,36.63333,128.13333,Bussei,other_variant,,
1838621,Bussei-ri,,P,PPL,36.63333,128.13333,Pulchŏn-ni,MR,,
1838621,Bussei-ri,,P,PPL,36.63333,128.13333,Pulchŏng,MR,,
1838621,Bussei-ri,,P,PPL,36.63333,128.13333,Pulchŏng-dong,MR,,
1838621,Bussei-ri,,P,PPL,36.63333,128.13333,Pulchŏng-ni,MR,,
1838622,Pulbatjae,풀밭재,P,PPL,37.93337,128.6736,Pulbach’i,MR,,
1838622,Pulbatjae,풀밭재,P,PPL,37.93337,128.6736,P’ulbatch’i,MR,,
1838622,Pulbatjae,풀밭재,P,PPL,37.93337,128.6736,P’ulbat’chae,MR,,
1838623,Tosan,토산,P,PPL,33.32699,126.76651,Pukt’osan,MR,,
1838624,Puktong-ni,북동리,L,LCTY,37.3689,128.7795,Poktong-ni,other_variant,,
1838626,Bukdong,,P,PPL,35.64176,128.3479,Puk-tong,other_variant,,
1838627,Puk-to,,T,ISLX,35.81667,126.41667,Hoku-tō,other_variant,,
1838627,Puk-to,,T,ISLX,35.81667,126.41667,Puk Do,other_variant,,
1838628,Puk-to,,T,ISL,34.23801,125.96238,Puk-sŏm,MR,,
1838628,Puk-to,,T,ISL,34.23801,125.96238,Rat Islet,other_variant,Y,
1838629,Bukdae,북대,T,HLL,38.12208,127.17214,Pogae-san,other_variant,,
1838629,Bukdae,북대,T,HLL,38.12208,127.17214,Puktae,other_variant,,
1838631,Puksong-do,,T,ISL,34.425,125.98694,Good Island,other_variant,,
1838631,Puksong-do,,T,ISL,34.425,125.98694,Hokushō-tō,other_variant,,
1838631,Puksong-do,,T,ISL,34.425,125.98694,Hokushōri,other_variant,,
1838631,Puksong-do,,T,ISL,34.425,125.98694,Puksoru To,other_variant,,
1838631,Puksong-do,,T,ISL,34.425,125.98694,Pukusoru Somu,other_variant,,
1838632,Buk-seok,북석,T,RKS,33.41667,126.21667,Fuku-seki,other_variant,,
1838632,Buk-seok,북석,T,RKS,33.41667,126.21667,Huku Seki,other_variant,,
1838632,Buk-seok,북석,T,RKS,33.41667,126.21667,Pok-sŏk,MR,,
1838632,Buk-seok,북석,T,RKS,33.41667,126.21667,Puk-sŏk,MR,,
1838633,Puksan-ch’ŏn,,H,STM,36.6,126.86667,Puksang-ch’ŏn,MR,,
1838635,Pukp’yŏng-dong,,P,PPL,36.95,129.38333,Pukp’yŏng,MR,,
1838636,Pukp’yŏng-yŏk,,S,RSTN,37.49833,129.12278,Hokuhyō,other_variant,,
1838636,Pukp’yŏng-yŏk,,S,RSTN,37.49833,129.12278,Pukp’yong Station,MR,,
1838636,Pukp’yŏng-yŏk,,S,RSTN,37.49833,129.12278,Pukp’yŏng,MR,,
1838637,Hokuhei-ri,,P,PPLX,37.47268,129.11174,Bugpyeong,other_variant,,
1838637,Hokuhei-ri,,P,PPLX,37.47268,129.11174,Hokuhyō-ri,other_variant,,
1838637,Hokuhei-ri,,P,PPLX,37.47268,129.11174,Pukp’yŏng,MR,,
1838637,Hokuhei-ri,,P,PPLX,37.47268,129.11174,Pukp’yŏng-dong,MR,,
1838639,Bukbaesan,,T,MT,37.91971,127.61369,Pukpae-san,other_variant,,
1838640,Pukkoji,북고지,P,PPL,34.22222,126.57111,Pukko-ri,other_variant,,
1838641,Pukke-ri,,P,PPL,36.15,126.73333,Pukkye-ri,other_variant,,
1838643,Pukkae-ri,,P,PPL,36.2,127.63333,Pukkye-ri,other_variant,,
1838644,Bukhansan,,T,MT,37.65296,126.97175,Bukhan Mountain,other_variant,,
1838644,Bukhansan,,T,MT,37.65296,126.97175,Pukhan-san,other_variant,,
1838645,Pukhan-gang,북한강,H,STM,37.53794,127.30766,Bukhangang,other_variant,,
1838645,Pukhan-gang,북한강,H,STM,37.53794,127.30766,Ch’unch’ŏn-gang,MR,,
1838645,Pukhan-gang,북한강,H,STM,37.53794,127.30766,Hokukan-kō,other_variant,,
1838645,Pukhan-gang,북한강,H,STM,37.53794,127.30766,Kita-kankō,other_variant,,
1838645,Pukhan-gang,북한강,H,STM,37.53794,127.30766,Shunsen-kō,other_variant,,
1838646,Bukjwa,북좌,P,PPL,37.04722,127.33356,Pukchwa,other_variant,,
1838646,Bukjwa,북좌,P,PPL,37.04722,127.33356,Pukchwa-ri,other_variant,,
1838647,Pukch’ol-li,,P,PPL,33.54889,126.69444,Pukch’on-ni,MR,,
1838649,Bukcheon,북천,H,STM,38.4025,128.47861,Puk-ch’ŏn,MR,,
1838650,Bukcheon,북천,H,STM,38.11078,128.203,Puk-ch’ŏn,MR,,
1838651,Hoku-sen,,H,STM,36.43333,128.23333,Hu-ch’ŏn,MR,,
1838651,Hoku-sen,,H,STM,36.43333,128.23333,Puk-ch’ŏn,MR,,
1838653,Pukch’ol-li,,P,PPL,36.21361,126.75583,Kōzan,other_variant,,
1838653,Pukch’ol-li,,P,PPL,36.21361,126.75583,Pukch’on,MR,,
1838657,Bukjin,북진,P,PPL,34.79524,126.1259,Hokushin-ri,other_variant,,
1838657,Bukjin,북진,P,PPL,34.79524,126.1259,Pukchin,other_variant,,
1838657,Bukjin,북진,P,PPL,34.79524,126.1259,Pukchin-ni,other_variant,,
1838658,Pukchi,,P,PPL,35.65833,128.84028,Pukchi-dong,other_variant,,
1838659,Pukchae,,P,PPL,34.51667,126.25,Pukch’i,MR,,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,Hoku Tyōsi Syo,other_variant,,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,Hoku-chōshi-sho,other_variant,,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,Kita Choshi Sho,other_variant,,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,Kita Tyōsi Syo,other_variant,,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,North Watcher,other_variant,Y,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,Pukchangja-sŏ,MR,,
1838661,Bukjangjaseo,,T,RK,37.33052,126.47768,Pukchangja-yŏ,MR,,
1838662,Pukch’am,,P,PPL,35.91667,126.9,Namjŏn-ni,MR,,
1838663,Fuden-ri,,P,PPL,35.53333,126.9,Pujŏn-ni,MR,,
1838666,Puhwang-ni,부황리,L,LCTY,34.15833,126.53389,Fukō-ri,other_variant,,
1838667,Pimul-dong,,L,LCTY,36.3,129.38333,Puhŭng-dong,MR,,
1838668,Puhŭng-ni,Puhŭng-ni / 부흥리,P,PPL,34.18306,126.88556,Fukkō-ri,other_variant,,
1838668,Puhŭng-ni,Puhŭng-ni / 부흥리,P,PPL,34.18306,126.88556,Puhŭng,MR,,
1838669,Puho-do,,T,ISL,34.53333,126.51667,Fuko-tō,other_variant,,
1838672,Bugwisan,富貴山 / 부귀산,T,MT,35.80916,127.39266,Pugwi-san,other_variant,,
1838673,Bugwidong,부귀동,P,PPL,35.33261,126.49086,Pugwi-dong,other_variant,,
1838674,Bugwicheon,부귀천,H,STM,35.85,127.35,Pugwi-ch’ŏn,MR,,
1838675,Pugu-ri,,L,LCTY,37.106,129.3549,Fukyū-ri,other_variant,,
1838676,Pugŭl-li,,L,LCTY,37.765,126.44194,Pugŭn-ni,MR,,
1838677,Pugŏsil,,P,PPL,36.61667,127.18333,Pugŏgong-ni,MR,,
1838678,Kamago-ri,,P,PPL,38.21667,127.15,Pugŏ-ri,MR,,
1838683,Pugok-san,부곡산,T,MT,34.49278,126.86167,Fukoku-san,other_variant,,
1838684,Pugok,,P,PPL,36.8949,126.6009,Pugong-ni,other_variant,,
1838686,Pugong-ni,,P,PPL,34.56611,126.39528,Fukoku-ri,other_variant,,
1838686,Pugong-ni,,P,PPL,34.56611,126.39528,Pugok,other_variant,,
1838687,Busil,부실,P,PPL,35.21667,126.48333,Pugo,other_variant,,
1838687,Busil,부실,P,PPL,35.21667,126.48333,Pugok,other_variant,,
1838687,Busil,부실,P,PPL,35.21667,126.48333,Pusil,other_variant,,
1838689,Bugil-myeon,북일면,A,ADM3,35.36959,126.78898,Hokuichi-men,other_variant,,
1838689,Bugil-myeon,북일면,A,ADM3,35.36959,126.78898,Pugil-myŏn,MR,,
1838689,Bugil-myeon,북일면,A,ADM3,35.36959,126.78898,Pukil-myon,other_variant,,
1838690,Pugil-li,부길리,P,PPL,34.4775,126.50861,Fukitsu-ri,other_variant,,
1838690,Pugil-li,부길리,P,PPL,34.4775,126.50861,Pugil,other_variant,,
1838691,Pugi,,P,PPL,36.61667,126.55,Pugwi,other_variant,,
1838692,Pugang-ni,,L,LCTY,36.53333,127.36667,Fukō-ri,other_variant,,
1838693,Pugam,북암,P,PPL,34.19,126.66556,Pugam-ni,other_variant,,
1838696,Pudo-sudo,,H,CHNM,35.09389,128.63417,Futō-suidō,other_variant,,
1838696,Pudo-sudo,,H,CHNM,35.09389,128.63417,Hutō Suidō,other_variant,,
1838696,Pudo-sudo,,H,CHNM,35.09389,128.63417,Puto Suido,other_variant,,
1838696,Pudo-sudo,,H,CHNM,35.09389,128.63417,Sir Harry Parkes Sound,other_variant,,
1838697,Budongni,부동리,P,PPL,38.36753,128.38631,Pudong-ni,other_variant,,
1838699,Budong,가마골 / 부동,P,PPL,37.72055,128.7933,Kama-gol,other_variant,,
1838699,Budong,가마골 / 부동,P,PPL,37.72055,128.7933,Pu-dong,other_variant,,
1838700,Budong,부동,P,PPLX,35.89191,128.69112,Pu-dong,other_variant,,
1838701,Budong,부동,P,PPL,35.07692,126.08684,Pu-dong,other_variant,,
1838702,Pudong-ni,,P,PPL,34.66583,126.39222,Budong-ri,other_variant,,
1838702,Pudong-ni,,P,PPL,34.66583,126.39222,Fudō-ri,other_variant,,
1838702,Pudong-ni,,P,PPL,34.66583,126.39222,Pudong,other_variant,,
1838703,Budeok,부덕,P,PPL,36.1844,126.70704,Pudŏk,MR,,
1838703,Budeok,부덕,P,PPL,36.1844,126.70704,Pudŏng-ni,MR,,
1838704,Budo,부도,T,ISL,34.31432,127.13036,Pudo-ri,other_variant,,
1838705,Budo,,T,ISLS,37.20583,126.3825,Ak-to,other_variant,,
1838705,Budo,,T,ISLS,37.20583,126.3825,Fu-tō,other_variant,,
1838705,Budo,,T,ISLS,37.20583,126.3825,Gaku-tō,other_variant,,
1838705,Budo,,T,ISLS,37.20583,126.3825,Gyotō,other_variant,,
1838705,Budo,,T,ISLS,37.20583,126.3825,Pu-do,other_variant,,
1838705,Budo,,T,ISLS,37.20583,126.3825,Ŏ-do,MR,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,Fu To,other_variant,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,Hi-tō,other_variant,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,Hu To,other_variant,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,Kŏm-do,MR,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,Pu-do,other_variant,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,P’i-do,MR,,
1838706,Warren Island,,T,ISL,37.1497,126.34776,P’i-sŏm,MR,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Ak-to,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Castle Peak Island,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Changgu-do,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Changyomu,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Fū-tō,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Hū Tō,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Janggu-do,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Pu-do,other_variant,,
1838707,Budo,부도 / 장구도,T,ISL,37.06224,125.99615,Ŏ-do,MR,,
1838708,Pu-do,,T,ISL,35.10167,128.65278,Fu-tō,other_variant,,
1838708,Pu-do,,T,ISL,35.10167,128.65278,Kama-sŏm,MR,,
1838708,Pu-do,,T,ISL,35.10167,128.65278,Pu To,other_variant,,
1838709,Pu-do,,T,ISL,34.31111,127.13444,Bu Do,other_variant,,
1838709,Pu-do,,T,ISL,34.31111,127.13444,Fu-tō,other_variant,,
1838709,Pu-do,,T,ISL,34.31111,127.13444,Hu Tō,other_variant,,
1838709,Pu-do,,T,ISL,34.31111,127.13444,Kama To,other_variant,,
1838709,Pu-do,,T,ISL,34.31111,127.13444,Kama-sŏm,MR,,
1838713,Buchun,Puch’un / 부춘,P,PPL,34.63306,126.72917,Ch’unjŏn-ni,MR,,
1838713,Buchun,Puch’un / 부춘,P,PPL,34.63306,126.72917,Puch’un-ni,MR,,
1838713,Buchun,Puch’un / 부춘,P,PPL,34.63306,126.72917,Shunden-ri,other_variant,,
1838714,Buchun,Puch’un / 부춘,P,PPL,34.71857,127.05048,Puch’un-dong,MR,,
1838714,Buchun,Puch’un / 부춘,P,PPL,34.71857,127.05048,Puch’un-gol,MR,,
1838715,Bucheon-si,부천 / 부천시,A,ADM2,37.5044,126.76625,Bucheon,other_variant,,
1838715,Bucheon-si,부천 / 부천시,A,ADM2,37.5044,126.76625,Bucheon City,other_variant,,
1838716,Bucheon-si,부천 / 부천시,P,PPL,37.49889,126.78306,Bucheon,other_variant,,
1838717,Pugang-ni,,P,PPL,36.52778,127.36833,Puch’on,MR,,
1838717,Pugang-ni,,P,PPL,36.52778,127.36833,Pugang,other_variant,,
1838718,Buchi,부치,P,PPL,34.95667,126.73369,Puch’i,MR,,
1838718,Buchi,부치,P,PPL,34.95667,126.73369,Puch’i-ri,MR,,
1838719,Pubong-mal,,T,PT,35.11667,129.06667,Fuhō-matsu,other_variant,,
1838719,Pubong-mal,,T,PT,35.11667,129.06667,Huhō Matu,other_variant,,
1838719,Pubong-mal,,T,PT,35.11667,129.06667,Kudu-p’o,MR,,
1838719,Pubong-mal,,T,PT,35.11667,129.06667,Ubong-mi,other_variant,,
1838720,Pual-li,부안리,L,LCTY,37.5723,127.6751,Puan-ni,other_variant,,
1838720,Pual-li,부안리,L,LCTY,37.5723,127.6751,Purong-ni,other_variant,,
1838721,Buan-gun,부안 / 부안군,A,ADM2,35.7,126.66667,Buan,other_variant,,
1838721,Buan-gun,부안 / 부안군,A,ADM2,35.7,126.66667,Puan-gun,other_variant,,
1838722,Buan,,P,PPL,35.72806,126.73194,Fuan,other_variant,,
1838722,Buan,,P,PPL,35.72806,126.73194,Puan,other_variant,,
1838723,Puam-ni,,L,LCTY,36.61667,128.25,Puram-ni,other_variant,,
1838724,Puam-dong,,P,PPL,37.59835,126.96285,Puam-jŏng,MR,,
1838726,Buam,부암,P,PPL,34.68861,126.57111,Puam,other_variant,,
1838726,Buam,부암,P,PPL,34.68861,126.57111,Puam-ni,other_variant,,
1838727,Buado,부아도,T,ISL,34.37524,127.19666,Bua Do,spacing_hyphen,,Y
1838727,Buado,부아도,T,ISL,34.37524,127.19666,Fuji-tō,other_variant,,
1838727,Buado,부아도,T,ISL,34.37524,127.19666,Huzi Tō,other_variant,,
1838727,Buado,부아도,T,ISL,34.37524,127.19666,Pua-do,other_variant,,
1838727,Buado,부아도,T,ISL,34.37524,127.19666,Pujaa To,other_variant,,
1838727,Buado,부아도,T,ISL,34.37524,127.19666,Ŏbŭnaegi-sŏm,MR,,
1838730,Boeun-gun,Poŭn-gun / 보은 / 보은군,A,ADM2,36.49489,127.72865,Bo-eun Gun,spacing_hyphen,,Y
1838730,Boeun-gun,Poŭn-gun / 보은 / 보은군,A,ADM2,36.49489,127.72865,Boeun,other_variant,,
1838731,Poŭn,,P,PPL,36.48444,127.71861,Hōon,other_variant,,
1838732,Hototsu-sho,,T,RKS,34.52806,127.5375,Haku Gan,other_variant,,
1838732,Hototsu-sho,,T,RKS,34.52806,127.5375,Podol-sŏ,MR,,
1838732,Hototsu-sho,,T,RKS,34.52806,127.5375,Pottŭl,MR,,
1838733,Pot’ong,,P,PPL,36.3,128.33333,Pot’ong-dong,MR,,
1838734,P’osŭng-myŏn,,P,PPLX,36.98359,126.84595,Hoshō-men,other_variant,,
1838734,P’osŭng-myŏn,,P,PPLX,36.98359,126.84595,Hosyō,other_variant,,
1838735,Posu-ch’ŏn,,H,STM,35.1,129.03333,Hōsui-sen,other_variant,,
1838736,Togunyan Wan,Posŏng-man / 보성만,H,BAY,34.64,127.09611,Hōjō-wan,other_variant,,
1838736,Togunyan Wan,Posŏng-man / 보성만,H,BAY,34.64,127.09611,Togunyan bay,other_variant,,
1838736,Togunyan Wan,Posŏng-man / 보성만,H,BAY,34.64,127.09611,Tokuryō-wan,other_variant,,
1838736,Togunyan Wan,Posŏng-man / 보성만,H,BAY,34.64,127.09611,Tokurō-wan,other_variant,,
1838736,Togunyan Wan,Posŏng-man / 보성만,H,BAY,34.64,127.09611,Tŭgyang-man,MR,,
1838736,Togunyan Wan,Posŏng-man / 보성만,H,BAY,34.64,127.09611,Tŭngnyang-man,MR,,
1838737,Boseong-gun,Posŏng-gun / 보성 / 보성군,A,ADM2,34.84622,127.22189,Boseong,other_variant,,
1838737,Boseong-gun,Posŏng-gun / 보성 / 보성군,A,ADM2,34.84622,127.22189,Hōjō-gun,other_variant,,
